Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Vallejo,2022-09-18,Possession Drill,15.8,1282.0,81.13,484.0,423.0,222.0,140.0,11.0,0.0,0.72,1.35,6.05,1,22,39,54,27,14,6,2,27,31,44,28,16,7,4,256.0,16.21,439.0,4.0,1.13,35.0,245
Nacho,2022-09-18,Possession Drill,15.8,1238.0,78.34,524.0,357.0,257.0,89.0,12.0,0.0,0.74,1.31,6.35,2,25,35,45,31,21,4,0,16,36,57,25,8,6,2,189.0,11.94,400.0,2.0,0.88,22.0,177
Hazard,2022-09-18,Possession Drill,15.8,1206.0,76.3,512.0,446.0,177.0,64.0,6.0,0.0,0.4,1.27,6.2,1,26,45,50,23,19,7,0,20,40,64,22,12,6,2,171.0,10.84,411.0,2.0,0.81,21.0,165
Benzema,2022-09-18,Possession Drill,15.8,1388.0,87.82,488.0,489.0,292.0,119.0,0.0,0.0,0.0,1.46,5.49,0,19,44,49,37,12,7,0,17,45,63,26,16,1,0,214.0,13.54,665.0,1.0,0.97,29.0,214
Isco,2022-09-23,Possession Drill,11.74,1263.0,107.52,301.0,486.0,237.0,179.0,57.0,1.0,4.99,1.79,7.04,5,14,35,48,22,9,4,1,18,26,47,20,10,5,3,253.0,21.58,510.0,3.0,0.98,26.0,195
Modric,2022-09-23,Possession Drill,11.74,1242.0,105.77,275.0,541.0,283.0,137.0,6.0,0.0,0.53,1.76,6.02,2,11,40,45,20,8,2,1,15,18,43,28,12,3,0,189.0,16.09,559.0,0.0,0.8,24.0,183
Camavinga,2022-09-23,Possession Drill,11.74,1296.0,110.38,303.0,481.0,270.0,198.0,44.0,0.0,3.73,1.84,6.68,7,13,25,36,27,10,1,2,11,20,43,20,9,1,1,283.0,24.1,306.0,2.0,1.15,39.0,239
Marcelo,2022-09-23,Possession Drill,11.74,1134.0,96.56,367.0,400.0,227.0,107.0,33.0,1.0,2.83,1.61,7.03,4,14,23,45,19,11,3,0,11,32,36,23,6,4,1,198.0,16.86,337.0,1.0,0.83,29.0,165
Casemiro,2022-09-23,Possession Drill,11.74,1025.0,87.3,366.0,399.0,157.0,95.0,9.0,0.0,0.73,1.46,6.24,2,15,30,44,28,13,2,0,16,43,47,18,9,4,3,174.0,14.8,336.0,2.0,0.77,24.0,165
Valverde,2022-09-23,Possession Drill,11.74,1185.0,100.89,338.0,431.0,242.0,145.0,28.0,0.0,2.41,1.68,6.61,3,15,27,48,24,11,4,0,17,32,49,20,9,5,3,233.0,19.84,278.0,3.0,0.98,35.0,205
Tchouameni,2022-09-23,Possession Drill,11.74,1188.0,101.2,310.0,500.0,246.0,122.0,10.0,0.0,0.83,1.69,6.24,1,15,31,43,37,11,3,1,16,31,55,26,12,4,0,203.0,17.33,340.0,0.0,0.9,28.0,194
Carvajal,2022-09-23,Possession Drill,11.74,1205.0,102.61,278.0,463.0,284.0,175.0,5.0,0.0,0.39,1.71,5.8,1,5,24,41,20,3,2,0,4,22,45,17,3,1,0,176.0,15.02,421.0,0.0,0.76,29.0,172
Militao,2022-09-23,Possession Drill,11.74,1249.0,106.32,300.0,443.0,257.0,199.0,50.0,0.0,4.23,1.77,6.53,6,18,15,58,24,14,2,2,16,19,46,29,7,4,5,301.0,25.64,527.0,3.0,1.21,38.0,251
Alaba,2022-09-23,Possession Drill,11.74,1165.0,99.18,310.0,524.0,208.0,107.0,15.0,0.0,1.31,1.65,6.75,2,9,34,40,19,6,2,1,12,19,41,22,8,3,1,178.0,15.16,261.0,0.0,0.76,24.0,163
Nacho,2022-09-23,Possession Drill,11.74,1122.0,95.55,380.0,344.0,205.0,179.0,14.0,0.0,1.21,1.59,5.88,3,20,35,30,24,10,9,1,15,21,39,21,10,4,1,232.0,19.76,349.0,1.0,0.96,33.0,218
Hazard,2022-09-23,Possession Drill,11.74,1161.0,98.9,333.0,348.0,253.0,202.0,26.0,0.0,2.21,1.65,6.68,4,19,26,34,14,13,5,1,18,35,31,20,11,5,2,246.0,20.97,403.0,2.0,1.01,31.0,220
Benzema,2022-09-23,Possession Drill,11.74,1366.0,116.3,279.0,489.0,370.0,208.0,20.0,0.0,1.71,1.94,6.28,4,18,26,52,22,15,3,0,16,17,52,36,10,4,2,287.0,24.41,312.0,2.0,1.19,40.0,267
Modric,2022-09-24,Possession Drill,21.56,1618.0,75.05,661.0,512.0,268.0,151.0,25.0,2.0,1.24,1.25,7.28,2,23,43,49,21,14,8,1,19,46,53,21,14,5,0,236.0,10.96,576.0,1.0,0.98,28.0,210
Asensio,2022-09-24,Possession Drill,21.56,1614.0,74.85,560.0,602.0,295.0,134.0,23.0,0.0,1.04,1.25,6.55,4,19,43,65,27,18,1,0,24,55,69,18,20,3,1,222.0,10.3,532.0,1.0,0.96,32.0,199
Camavinga,2022-09-24,Possession Drill,21.56,1529.0,70.92,622.0,588.0,170.0,126.0,23.0,0.0,1.09,1.18,6.7,3,13,38,49,27,11,2,0,11,33,51,21,9,2,0,201.0,9.31,457.0,0.0,0.84,23.0,177
Carvajal,2022-09-24,Possession Drill,21.56,1480.0,68.67,632.0,527.0,200.0,104.0,16.0,1.0,0.78,1.14,7.03,2,7,38,47,17,7,0,0,1,45,52,20,1,0,0,138.0,6.38,421.0,0.0,0.59,14.0,121
Militao,2022-09-24,Possession Drill,21.56,1641.0,76.12,532.0,517.0,298.0,230.0,60.0,5.0,3.03,1.27,7.24,7,22,43,50,26,15,7,0,18,37,50,24,9,5,4,342.0,15.88,495.0,2.0,1.35,40.0,277
Alaba,2022-09-24,Possession Drill,21.56,1657.0,76.86,558.0,761.0,261.0,43.0,14.0,19.0,1.55,1.28,7.97,1,12,62,76,27,9,3,0,16,51,81,26,14,2,0,173.0,8.03,620.0,1.0,0.79,25.0,140
Nacho,2022-09-24,Possession Drill,21.56,1455.0,67.5,674.0,301.0,193.0,173.0,97.0,17.0,5.3,1.12,8.02,9,24,51,26,22,15,8,1,15,41,37,16,8,5,2,288.0,13.38,414.0,5.0,1.06,32.0,174
Hazard,2022-09-24,Possession Drill,21.56,1533.0,71.11,582.0,667.0,207.0,67.0,10.0,0.0,0.45,1.19,5.99,0,12,43,75,26,8,2,2,11,46,60,31,8,3,0,154.0,7.14,327.0,1.0,0.72,22.0,144
Isco,2022-09-25,Possession Drill,13.8,1260.0,91.3,376.0,410.0,222.0,171.0,75.0,6.0,5.87,1.52,7.22,6,16,42,42,28,10,5,1,15,41,56,21,10,2,3,287.0,20.81,482.0,3.0,1.14,29.0,206
Modric,2022-09-25,Possession Drill,13.8,1133.0,82.12,301.0,404.0,238.0,128.0,55.0,6.0,4.46,1.37,7.34,2,18,31,37,17,12,6,0,16,37,37,18,14,2,0,229.0,16.61,521.0,1.0,0.9,24.0,168
Camavinga,2022-09-25,Possession Drill,13.8,1187.0,86.03,443.0,389.0,158.0,120.0,58.0,19.0,5.57,1.43,7.52,3,18,38,32,22,9,8,1,11,35,45,17,8,3,0,235.0,17.03,212.0,3.0,0.89,21.0,158
Marcelo,2022-09-25,Possession Drill,13.8,1223.0,88.65,447.0,422.0,221.0,62.0,50.0,21.0,5.14,1.48,7.79,3,12,39,43,20,5,5,2,12,33,52,16,7,5,0,181.0,13.14,447.0,1.0,0.71,21.0,110
Carvajal,2022-09-25,Possession Drill,13.8,1013.0,73.4,404.0,352.0,120.0,59.0,76.0,1.0,5.54,1.22,7.04,3,5,28,47,9,2,2,1,7,36,33,16,5,2,0,152.0,10.99,334.0,2.0,0.56,11.0,75
Militao,2022-09-25,Possession Drill,13.8,1176.0,85.2,386.0,383.0,197.0,123.0,81.0,5.0,6.24,1.42,7.2,5,15,35,50,22,12,1,2,16,26,46,24,9,5,2,246.0,17.86,435.0,1.0,0.95,25.0,160
Alaba,2022-09-25,Possession Drill,13.8,1170.0,84.8,340.0,461.0,200.0,102.0,64.0,3.0,4.86,1.41,7.19,2,11,33,51,19,8,3,0,13,39,48,21,9,3,1,198.0,14.32,507.0,1.0,0.78,21.0,131
Nacho,2022-09-25,Possession Drill,13.8,1077.0,78.07,408.0,285.0,149.0,146.0,88.0,1.0,6.41,1.3,7.1,5,22,29,35,14,16,5,1,11,29,44,19,6,5,0,255.0,18.47,295.0,2.0,0.97,27.0,166
Hazard,2022-09-25,Possession Drill,13.8,1091.0,79.09,421.0,364.0,142.0,112.0,52.0,0.0,3.74,1.32,6.95,3,18,37,37,25,15,1,2,6,36,40,30,4,2,0,209.0,15.13,248.0,0.0,0.85,26.0,157
Isco,2022-09-28,Possession Drill,26.8,1965.0,73.34,810.0,584.0,249.0,221.0,97.0,4.0,3.77,1.22,7.26,7,19,69,46,21,10,8,1,22,55,58,15,13,4,5,299.0,11.15,688.0,3.0,1.12,31.0,198
Marcelo,2022-09-28,Possession Drill,26.8,1992.0,74.33,748.0,495.0,325.0,294.0,115.0,15.0,4.86,1.24,7.47,13,15,59,35,30,12,1,2,17,39,48,21,12,4,1,407.0,15.18,678.0,4.0,1.48,41.0,277
Casemiro,2022-09-28,Possession Drill,26.8,1919.0,71.61,537.0,668.0,414.0,238.0,50.0,12.0,2.32,1.19,7.81,5,14,52,60,39,12,2,0,13,65,59,29,7,6,0,328.0,12.23,502.0,1.0,1.35,40.0,266
Carvajal,2022-09-28,Possession Drill,26.8,1787.0,66.7,615.0,519.0,356.0,177.0,98.0,22.0,4.47,1.11,8.01,8,4,46,47,12,3,1,0,1,41,45,18,1,0,0,268.0,10.01,664.0,1.0,0.96,26.0,148
Alaba,2022-09-28,Possession Drill,26.8,2034.0,75.92,622.0,737.0,326.0,233.0,99.0,17.0,4.33,1.27,8.07,9,13,67,74,24,9,3,1,19,51,82,27,11,6,2,350.0,13.08,722.0,5.0,1.31,35.0,234
Tchouameni,2022-09-30,Possession Drill,20.25,1021.0,50.4,480.0,466.0,58.0,16.0,0.0,0.0,0.0,0.84,5.16,0,9,59,87,21,7,2,0,6,69,81,25,4,2,0,66.0,3.26,259.0,0.0,0.34,9.0,66
Carvajal,2022-09-30,Possession Drill,20.25,1368.0,67.57,412.0,375.0,291.0,207.0,76.0,6.0,4.06,1.13,7.33,5,13,39,25,16,10,3,0,4,46,31,12,2,2,0,260.0,12.82,542.0,1.0,0.98,28.0,177
Alaba,2022-09-30,Possession Drill,20.25,1049.0,51.79,546.0,345.0,81.0,76.0,0.0,0.0,0.0,0.86,5.41,0,12,47,68,23,10,2,0,20,43,60,26,11,4,5,139.0,6.85,383.0,0.0,0.62,16.0,139
Vallejo,2022-09-30,Possession Drill,20.25,409.0,20.18,195.0,128.0,41.0,18.0,14.0,13.0,1.31,0.34,7.65,1,1,15,4,4,1,0,0,1,8,7,3,1,0,0,42.0,2.09,66.0,0.0,0.14,2.0,16
Hazard,2022-09-30,Possession Drill,20.25,805.0,39.74,571.0,176.0,46.0,12.0,0.0,0.0,0.0,0.66,4.76,0,15,65,37,23,9,5,1,14,40,42,20,13,1,0,62.0,3.05,158.0,1.0,0.33,5.0,62
Isco,2022-09-15,Pressing Drill,12.97,1341.0,103.45,397.0,354.0,224.0,283.0,84.0,0.0,6.45,1.72,6.91,10,18,29,31,25,12,6,0,18,35,36,21,10,5,3,337.0,26.01,542.0,4.0,1.26,37.0,254
Asensio,2022-09-15,Pressing Drill,12.97,1319.0,101.74,407.0,332.0,235.0,282.0,60.0,3.0,4.84,1.7,7.27,6,21,30,44,25,12,9,0,26,27,30,29,21,5,0,330.0,25.49,456.0,2.0,1.28,36.0,268
Camavinga,2022-09-15,Pressing Drill,12.97,1596.0,123.09,387.0,483.0,336.0,309.0,80.0,1.0,6.25,2.05,7.15,6,3,30,55,9,3,0,0,10,26,27,25,7,3,0,350.0,27.02,572.0,1.0,1.29,37.0,269
Marcelo,2022-09-15,Pressing Drill,12.97,1240.0,95.65,471.0,327.0,218.0,174.0,37.0,14.0,3.92,1.59,8.05,5,18,21,29,27,14,3,1,15,34,43,15,9,4,2,266.0,20.5,421.0,3.0,1.05,28.0,215
Valverde,2022-09-15,Pressing Drill,12.97,1218.0,93.92,331.0,317.0,263.0,270.0,37.0,0.0,2.88,1.57,6.91,4,15,30,27,26,12,3,0,12,35,43,15,7,2,3,265.0,20.47,399.0,1.0,1.03,29.0,228
Carvajal,2022-09-15,Pressing Drill,12.97,1426.0,110.01,413.0,407.0,233.0,277.0,96.0,1.0,7.45,1.83,7.18,9,3,33,52,17,2,1,0,11,30,33,17,6,5,0,315.0,24.31,479.0,3.0,1.14,31.0,219
Vallejo,2022-09-15,Pressing Drill,12.97,1454.0,112.1,323.0,423.0,402.0,264.0,41.0,0.0,3.17,1.87,6.95,5,26,32,36,29,21,4,1,19,24,43,26,12,5,2,347.0,26.78,778.0,3.0,1.42,42.0,306
Nacho,2022-09-15,Pressing Drill,12.97,1312.0,101.19,417.0,349.0,257.0,231.0,51.0,7.0,4.53,1.69,7.77,6,11,29,37,22,10,1,0,10,26,39,24,6,3,1,303.0,23.39,526.0,1.0,1.18,39.0,244
Hazard,2022-09-15,Pressing Drill,12.97,1249.0,96.33,388.0,266.0,285.0,248.0,59.0,4.0,4.83,1.61,7.32,7,24,28,45,14,17,6,1,24,53,32,15,17,4,3,305.0,23.51,370.0,3.0,1.16,38.0,242
Benzema,2022-09-15,Pressing Drill,12.97,1366.0,105.35,412.0,403.0,348.0,192.0,12.0,0.0,0.94,1.76,6.49,2,11,29,46,25,8,3,0,18,18,42,23,15,2,1,269.0,20.73,755.0,3.0,1.14,38.0,257
Isco,2022-09-21,Pressing Game,12.0,967.0,80.59,395.0,262.0,165.0,107.0,38.0,0.0,3.14,1.34,6.61,5,18,45,29,18,13,4,1,10,32,39,21,6,2,2,203.0,16.92,374.0,2.0,0.84,26.0,165
Modric,2022-09-21,Pressing Game,12.0,1016.0,84.64,338.0,375.0,185.0,117.0,1.0,0.0,0.05,1.41,5.51,0,12,41,38,17,8,4,0,18,29,38,20,15,3,0,181.0,15.06,611.0,0.0,0.77,27.0,180
Asensio,2022-09-21,Pressing Game,12.0,1101.0,91.77,318.0,390.0,222.0,145.0,27.0,1.0,2.29,1.53,7.04,2,11,30,42,37,10,1,0,23,37,47,21,16,6,1,257.0,21.39,332.0,0.0,1.08,31.0,229
Camavinga,2022-09-21,Pressing Game,12.0,1202.0,100.17,373.0,388.0,228.0,162.0,51.0,0.0,4.22,1.67,6.78,6,14,32,33,21,12,2,0,13,18,36,23,8,3,2,251.0,20.93,357.0,1.0,1.0,32.0,200
Marcelo,2022-09-21,Pressing Game,12.0,872.0,72.66,452.0,246.0,100.0,71.0,2.0,0.0,0.19,1.21,5.71,0,7,38,25,21,6,1,0,9,38,36,12,9,0,0,115.0,9.56,202.0,0.0,0.5,17.0,113
Casemiro,2022-09-21,Pressing Game,12.0,1012.0,84.29,370.0,311.0,176.0,134.0,20.0,0.0,1.69,1.41,6.39,3,21,27,34,26,16,3,2,17,21,44,26,11,3,3,209.0,17.42,374.0,0.0,0.9,23.0,189
Valverde,2022-09-21,Pressing Game,12.0,1006.0,83.86,331.0,281.0,160.0,161.0,72.0,2.0,6.21,1.4,7.31,7,15,36,35,19,12,3,0,10,32,39,15,7,2,1,223.0,18.61,212.0,1.0,0.86,26.0,149
Tchouameni,2022-09-21,Pressing Game,12.0,1118.0,93.21,348.0,380.0,230.0,158.0,3.0,0.0,0.24,1.55,6.22,1,18,33,45,23,13,5,0,15,32,56,16,11,4,0,225.0,18.77,362.0,1.0,0.99,31.0,222
Militao,2022-09-21,Pressing Game,12.0,1192.0,99.32,313.0,421.0,237.0,180.0,41.0,0.0,3.43,1.66,6.83,6,15,33,40,25,12,3,0,18,26,36,28,14,3,1,269.0,22.45,526.0,2.0,1.08,34.0,228
Nacho,2022-09-21,Pressing Game,12.0,950.0,79.18,411.0,285.0,149.0,78.0,25.0,2.0,2.23,1.32,7.46,2,15,28,27,15,9,5,1,12,35,37,12,10,2,0,160.0,13.37,217.0,0.0,0.69,22.0,134
Kroos,2022-09-21,Pressing Game,12.0,884.0,73.69,323.0,293.0,146.0,86.0,32.0,4.0,2.96,1.23,7.29,3,17,42,40,20,13,4,0,9,24,53,20,5,4,0,168.0,14.03,252.0,1.0,0.73,18.0,133
Benzema,2022-09-21,Pressing Game,12.0,1231.0,102.56,344.0,412.0,301.0,160.0,12.0,1.0,1.12,1.71,7.36,1,13,22,43,30,10,3,0,19,17,43,25,17,1,1,251.0,20.91,645.0,1.0,1.07,32.0,237
Isco,2022-09-23,Pressing Game,11.74,1198.0,102.02,368.0,396.0,186.0,170.0,62.0,17.0,6.69,1.7,8.05,6,13,28,43,25,8,4,1,18,37,26,25,12,4,2,271.0,23.11,438.0,2.0,1.02,31.0,193
Modric,2022-09-23,Pressing Game,11.74,1341.0,114.2,328.0,502.0,268.0,198.0,44.0,0.0,3.77,1.9,6.54,7,22,37,39,21,15,5,2,18,17,41,26,17,1,0,275.0,23.45,588.0,3.0,1.09,28.0,231
Camavinga,2022-09-23,Pressing Game,11.74,1241.0,105.64,375.0,457.0,216.0,137.0,46.0,9.0,4.76,1.76,7.78,6,17,31,23,22,14,3,0,9,23,40,22,4,2,3,244.0,20.76,262.0,3.0,0.96,34.0,188
Marcelo,2022-09-23,Pressing Game,11.74,1185.0,100.93,414.0,358.0,205.0,175.0,33.0,0.0,2.85,1.68,6.93,4,11,24,42,17,6,5,0,14,34,30,18,10,3,1,230.0,19.62,379.0,2.0,0.91,30.0,197
Casemiro,2022-09-23,Pressing Game,11.74,1102.0,93.84,365.0,419.0,134.0,130.0,39.0,15.0,4.62,1.56,7.88,5,18,27,54,24,15,3,0,11,28,55,20,8,3,0,215.0,18.33,423.0,2.0,0.87,20.0,161
Valverde,2022-09-23,Pressing Game,11.74,1168.0,99.46,335.0,412.0,194.0,165.0,55.0,8.0,5.38,1.66,7.93,6,19,35,41,17,14,5,0,13,27,35,20,8,3,2,262.0,22.29,259.0,2.0,1.02,30.0,199
Tchouameni,2022-09-23,Pressing Game,11.74,1257.0,107.01,308.0,467.0,284.0,157.0,42.0,0.0,3.53,1.78,6.9,4,22,27,51,25,17,5,0,14,23,54,31,10,4,0,263.0,22.44,359.0,1.0,1.11,36.0,222
Carvajal,2022-09-23,Pressing Game,11.74,987.0,84.04,381.0,329.0,145.0,114.0,17.0,0.0,1.47,1.4,6.19,3,7,35,35,12,6,1,0,3,27,30,15,2,1,0,147.0,12.49,251.0,0.0,0.58,17.0,129
Alaba,2022-09-23,Pressing Game,11.74,1070.0,91.11,373.0,398.0,150.0,113.0,33.0,3.0,3.02,1.52,7.25,3,11,28,45,20,7,4,0,12,28,52,11,4,7,1,174.0,14.84,297.0,1.0,0.7,22.0,139
Nacho,2022-09-23,Pressing Game,11.74,1002.0,85.32,458.0,195.0,106.0,169.0,71.0,3.0,6.25,1.42,7.22,7,19,32,19,14,12,7,0,21,28,24,9,15,5,1,246.0,20.92,286.0,3.0,0.9,24.0,172
Hazard,2022-09-23,Pressing Game,11.74,1122.0,95.59,417.0,320.0,182.0,140.0,54.0,9.0,5.4,1.59,7.82,3,14,29,34,22,13,1,0,13,23,38,20,9,4,0,227.0,19.32,310.0,2.0,0.88,26.0,164
Benzema,2022-09-23,Pressing Game,11.74,1299.0,110.64,342.0,454.0,253.0,171.0,76.0,3.0,6.71,1.84,7.41,7,15,38,40,21,11,4,0,20,22,35,26,16,2,2,305.0,25.96,262.0,1.0,1.19,34.0,226
Modric,2022-09-09,Rondo,17.32,769.0,44.41,449.0,181.0,97.0,43.0,0.0,0.0,0.0,0.74,5.13,0,28,50,36,16,22,6,0,19,44,42,21,14,5,0,115.0,6.65,494.0,0.0,0.55,16.0,115
Marcelo,2022-09-09,Rondo,17.32,793.0,45.78,551.0,150.0,60.0,30.0,2.0,0.0,0.13,0.76,5.92,0,6,59,37,20,5,0,1,15,50,33,9,13,2,0,71.0,4.11,182.0,0.0,0.34,10.0,69
Carvajal,2022-09-09,Rondo,17.32,805.0,46.47,370.0,153.0,122.0,48.0,96.0,16.0,6.47,0.77,7.42,2,6,38,43,17,6,0,0,6,46,29,23,4,2,0,199.0,11.49,266.0,0.0,0.73,21.0,87
Nacho,2022-09-09,Rondo,17.32,869.0,50.17,466.0,174.0,67.0,55.0,72.0,35.0,6.21,0.84,7.88,3,16,57,33,17,13,3,0,15,54,33,17,11,3,1,181.0,10.45,228.0,1.0,0.66,15.0,73
Hazard,2022-09-09,Rondo,17.32,817.0,47.17,396.0,156.0,80.0,74.0,95.0,16.0,6.42,0.79,7.6,2,15,45,31,11,6,7,2,15,39,28,10,3,7,5,195.0,11.26,195.0,4.0,0.72,19.0,84
Isco,2022-09-30,Rondos,14.8,930.0,62.84,423.0,368.0,100.0,39.0,0.0,0.0,0.0,1.05,5.39,0,17,54,61,35,13,4,0,11,52,84,29,7,3,1,116.0,7.82,340.0,1.0,0.57,11.0,116
Carvajal,2022-09-30,Rondos,14.8,709.0,47.93,375.0,283.0,42.0,10.0,0.0,0.0,0.0,0.8,5.32,0,8,53,60,14,7,1,0,4,51,63,20,3,1,0,51.0,3.48,219.0,0.0,0.28,7.0,51
Militao,2022-09-30,Rondos,14.8,814.0,55.0,334.0,323.0,115.0,43.0,0.0,0.0,0.0,0.92,4.96,0,16,41,60,31,12,4,0,22,32,54,29,13,8,1,142.0,9.63,266.0,2.0,0.7,24.0,142
Alaba,2022-09-30,Rondos,14.8,968.0,65.4,375.0,462.0,116.0,14.0,0.0,0.0,0.0,1.09,5.35,0,14,45,67,45,11,3,0,17,54,71,33,13,3,1,116.0,7.81,493.0,0.0,0.62,11.0,116
Vallejo,2022-09-30,Rondos,14.8,943.0,63.73,337.0,386.0,180.0,40.0,0.0,0.0,0.0,1.06,4.93,0,28,35,46,36,22,6,0,23,44,57,32,20,3,0,179.0,12.07,443.0,0.0,0.9,24.0,179
Hazard,2022-09-30,Rondos,14.8,924.0,62.45,404.0,377.0,124.0,20.0,0.0,0.0,0.0,1.04,4.91,0,21,43,63,40,14,5,2,16,52,64,42,14,2,0,133.0,8.97,226.0,2.0,0.7,15.0,133
Modric,2022-09-11,Set Pieces,23.8,491.0,20.64,361.0,71.0,27.0,31.0,2.0,0.0,0.07,0.34,5.79,1,4,39,12,5,3,1,0,2,51,20,5,2,0,0,43.0,1.83,142.0,0.0,0.18,6.0,42
Asensio,2022-09-11,Set Pieces,23.8,355.0,14.91,239.0,84.0,25.0,6.0,0.0,0.0,0.0,0.25,4.81,0,5,44,23,9,5,0,0,3,51,30,6,2,1,0,26.0,1.08,50.0,0.0,0.13,3.0,26
Camavinga,2022-09-11,Set Pieces,23.8,325.0,13.67,269.0,44.0,11.0,2.0,0.0,0.0,0.0,0.23,4.46,0,2,48,19,5,2,0,0,0,58,10,4,0,0,0,11.0,0.46,27.0,0.0,0.05,2.0,11
Vasquez,2022-09-11,Set Pieces,23.8,479.0,20.11,320.0,110.0,37.0,13.0,0.0,0.0,0.0,0.34,4.74,0,9,57,39,6,6,3,0,5,60,49,3,5,0,0,31.0,1.29,86.0,0.0,0.16,6.0,31
Carvajal,2022-09-11,Set Pieces,23.8,376.0,15.81,222.0,66.0,48.0,40.0,0.0,0.0,0.0,0.26,5.27,0,5,29,15,4,4,1,0,3,25,19,1,3,0,0,45.0,1.89,79.0,0.0,0.19,6.0,45
Militao,2022-09-11,Set Pieces,23.8,451.0,18.96,265.0,139.0,25.0,16.0,7.0,0.0,0.28,0.32,6.55,1,5,34,28,10,3,1,1,3,39,24,6,2,0,1,39.0,1.65,113.0,1.0,0.18,5.0,33
Vallejo,2022-09-11,Set Pieces,23.8,492.0,20.67,268.0,122.0,47.0,36.0,18.0,1.0,0.82,0.34,7.41,2,8,34,22,7,2,4,2,8,30,24,4,5,2,1,74.0,3.1,199.0,2.0,0.29,9.0,54
Nacho,2022-09-11,Set Pieces,23.8,659.0,27.68,407.0,152.0,45.0,41.0,12.0,1.0,0.55,0.46,7.38,1,8,53,28,8,4,2,2,4,51,38,4,3,1,0,61.0,2.57,137.0,1.0,0.25,8.0,48
Hazard,2022-09-11,Set Pieces,23.8,364.0,15.28,312.0,39.0,10.0,3.0,0.0,0.0,0.0,0.25,4.49,0,4,60,28,4,2,2,0,3,64,33,1,3,0,0,15.0,0.62,35.0,0.0,0.08,2.0,15
Kroos,2022-09-11,Set Pieces,23.8,712.0,29.89,399.0,204.0,63.0,32.0,13.0,0.0,0.56,0.5,6.54,1,10,48,32,18,8,1,1,3,45,39,13,1,1,1,77.0,3.23,151.0,0.0,0.35,11.0,63
Benzema,2022-09-11,Set Pieces,23.8,715.0,30.02,347.0,202.0,97.0,65.0,4.0,0.0,0.17,0.5,5.97,1,9,38,47,25,9,0,0,7,53,69,15,6,1,0,107.0,4.5,210.0,0.0,0.48,11.0,103
Isco,2022-09-18,Set Pieces,10.98,459.0,41.81,260.0,90.0,39.0,52.0,17.0,0.0,1.58,0.7,6.48,3,9,35,12,6,4,4,1,5,32,12,4,5,0,0,83.0,7.56,121.0,2.0,0.33,11.0,66
Asensio,2022-09-18,Set Pieces,10.98,395.0,35.95,238.0,94.0,43.0,17.0,3.0,0.0,0.26,0.6,5.79,0,16,37,18,8,13,3,0,5,39,22,14,4,1,0,62.0,5.63,98.0,0.0,0.31,10.0,59
Camavinga,2022-09-18,Set Pieces,10.98,295.0,26.89,229.0,47.0,10.0,9.0,0.0,0.0,0.0,0.45,4.94,0,7,26,5,6,5,2,0,2,33,8,7,2,0,0,25.0,2.29,35.0,0.0,0.14,3.0,25
Marcelo,2022-09-18,Set Pieces,10.98,465.0,42.36,240.0,139.0,56.0,30.0,0.0,0.0,0.0,0.71,5.38,0,11,39,21,6,10,1,0,6,50,27,6,2,3,1,69.0,6.26,102.0,1.0,0.32,10.0,69
Vasquez,2022-09-18,Set Pieces,10.98,426.0,38.75,222.0,128.0,38.0,22.0,15.0,1.0,1.41,0.65,7.01,1,12,22,21,12,6,5,1,6,24,28,11,5,0,1,79.0,7.17,111.0,0.0,0.36,8.0,63
Carvajal,2022-09-18,Set Pieces,10.98,268.0,24.41,193.0,55.0,17.0,3.0,0.0,0.0,0.0,0.41,4.3,0,3,15,16,7,1,2,0,3,26,15,6,2,1,0,21.0,1.95,28.0,0.0,0.11,3.0,21
Militao,2022-09-18,Set Pieces,10.98,349.0,31.74,238.0,75.0,32.0,4.0,0.0,0.0,0.0,0.53,4.37,0,6,24,14,11,2,4,0,4,29,14,11,3,0,1,37.0,3.33,61.0,1.0,0.2,5.0,37
Alaba,2022-09-18,Set Pieces,10.98,353.0,32.12,240.0,87.0,23.0,3.0,0.0,0.0,0.0,0.54,4.3,0,11,36,29,7,3,8,0,4,58,31,14,3,1,0,37.0,3.39,69.0,1.0,0.21,5.0,37
Vallejo,2022-09-18,Set Pieces,10.98,480.0,43.7,214.0,132.0,70.0,47.0,11.0,5.0,1.5,0.73,7.31,1,12,19,18,6,7,5,0,10,23,22,6,8,1,1,95.0,8.64,170.0,1.0,0.4,13.0,78
Nacho,2022-09-18,Set Pieces,10.98,444.0,40.47,261.0,78.0,26.0,34.0,44.0,1.0,4.04,0.67,7.03,3,6,24,12,2,3,2,1,1,18,19,5,1,0,0,69.0,6.26,117.0,1.0,0.23,5.0,24
