Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Vasquez,9/15/2022,Entire Session,120.41,7697,63.92,2935,2046,1024,1006,570,116,5.7,1.07,8.98,49,82,223,227,123,59,20,3,77,262,248,101,44,22,11,1701,14.12,2323,16,6.2,162,1014
Ceballos,9/15/2022,Entire Session,4.61,141,30.56,76,41,11,12,0,0,0,0.51,5.38,0,0,11,12,5,0,0,0,3,14,8,0,2,0,1,15,3.34,67,0,0.06,2,15
Carvajal,9/15/2022,Entire Session,120.41,7728,64.18,2966,2373,1063,961,352,12,3.03,1.07,7.57,33,38,206,195,81,27,10,1,35,185,191,94,24,10,1,1208,10.03,2449,4,4.46,123,844
Militao,9/15/2022,Entire Session,108.03,7189,66.55,2609,1966,1115,947,501,51,5.11,1.11,7.99,40,74,217,204,122,52,16,6,88,202,226,98,52,25,11,1511,13.99,2897,15,5.67,157,959
Alaba,9/15/2022,Entire Session,120.41,8186,67.99,3256,2621,1066,831,329,84,3.43,1.13,8.57,32,79,337,251,100,50,23,6,89,328,287,100,47,31,11,1306,10.84,2393,22,4.96,140,893
Vallejo,9/15/2022,Entire Session,113.52,7280,64.13,2635,2085,1232,1004,269,55,2.85,1.07,8.25,30,100,195,193,97,68,25,7,85,201,199,85,43,26,16,1405,12.38,3026,23,5.41,151,1082
Nacho,9/15/2022,Entire Session,111.26,7275,65.39,2996,2172,1008,791,276,33,2.77,1.09,7.77,30,71,258,189,90,51,18,2,66,244,208,81,38,16,12,1213,10.9,2685,12,4.69,141,905
Hazard,9/15/2022,Entire Session,116.16,7594,65.38,2895,2098,1153,1027,377,44,3.62,1.09,8.8,38,129,248,213,76,96,24,9,117,243,222,90,61,37,19,1557,13.4,2076,22,5.96,174,1136
Kroos,9/15/2022,Entire Session,120.41,8404,69.79,2739,2651,1510,1125,364,15,3.15,1.16,7.94,40,130,276,261,144,91,33,6,97,279,294,141,64,26,7,1617,13.43,2465,14,6.37,201,1238
Benzema,9/15/2022,Entire Session,120.41,9061,75.25,3424,2450,1729,1194,223,40,2.19,1.25,7.84,23,104,304,305,141,78,24,2,101,301,343,140,74,15,12,1616,13.42,4057,13,6.62,203,1352
Isco,9/16/2022,Entire Session,61.58,4387,71.23,1863,1591,570,322,40,0,0.65,1.19,6.83,3,70,190,199,107,44,23,3,60,159,238,97,38,13,9,607,9.85,1787,10,2.75,84,566
Modric,9/16/2022,Entire Session,61.58,3944,64.05,1912,1408,403,210,11,0,0.19,1.07,6.2,2,84,167,161,99,62,18,4,63,192,193,100,49,13,1,527,8.56,3044,5,2.48,66,516
Asensio,9/16/2022,Entire Session,61.58,4130,67.06,1611,1658,573,282,6,0,0.09,1.12,5.94,0,86,172,246,122,66,16,4,92,162,246,106,64,18,10,669,10.86,1252,4,3.13,90,663
Camavinga,9/16/2022,Entire Session,61.58,4033,65.48,1879,1450,474,218,11,0,0.18,1.09,6.06,3,57,166,191,91,44,12,1,37,168,197,97,29,7,1,478,7.76,990,0,2.24,62,467
Casemiro,9/16/2022,Entire Session,61.58,3681,59.77,1815,1349,337,177,3,0,0.05,1,5.81,0,77,178,205,107,56,18,3,54,183,252,95,33,14,7,412,6.7,979,7,2.03,45,410
Valverde,9/16/2022,Entire Session,61.58,4097,66.52,1810,1429,557,291,9,1,0.16,1.11,7.06,1,80,161,184,94,57,20,3,66,175,179,102,49,16,1,607,9.86,1215,3,2.81,84,597
Vasquez,9/16/2022,Entire Session,61.58,3887,63.11,1739,1382,466,277,23,0,0.38,1.05,6.29,3,85,174,212,117,54,28,3,71,185,236,108,53,12,6,608,9.87,794,4,2.82,79,585
Carvajal,9/16/2022,Entire Session,61.58,3698,60.04,1651,1434,410,199,3,0,0.05,1,6.1,0,35,168,179,76,28,7,0,20,153,188,90,17,2,1,397,6.45,1108,0,1.85,51,395
Militao,9/16/2022,Entire Session,61.58,3968,64.43,1839,1458,508,159,5,0,0.08,1.07,6.02,1,75,164,182,105,50,23,2,45,144,206,130,34,10,1,542,8.79,1140,2,2.62,82,537
Alaba,9/16/2022,Entire Session,61.58,3658,59.41,1953,1292,292,116,5,0,0.08,0.99,6.34,0,38,205,227,82,30,8,0,52,183,234,74,43,8,1,325,5.27,1181,0,1.54,48,319
Nacho,9/16/2022,Entire Session,61.58,3723,60.45,2007,1081,443,172,19,0,0.32,1.01,6.53,2,73,208,182,86,49,21,3,60,173,219,85,47,9,4,495,8.03,857,6,2.36,67,475
Hazard,9/16/2022,Entire Session,61.58,3807,61.82,1836,1351,428,176,15,0,0.24,1.03,6.27,1,95,217,191,99,69,25,1,67,183,228,101,49,13,5,530,8.6,1230,11,2.54,65,515
Kroos,9/16/2022,Entire Session,61.58,4104,66.64,1537,1696,619,234,18,0,0.29,1.11,6.13,2,128,153,185,125,89,30,9,99,142,216,118,66,25,8,726,11.8,1470,6,3.48,83,709
Benzema,9/16/2022,Entire Session,61.58,4212,68.4,1875,1507,578,242,9,0,0.15,1.14,6.19,1,74,183,197,109,56,16,2,61,160,247,90,45,10,6,602,9.77,1878,6,2.8,83,592
Isco,9/17/2022,Entire Session,82.12,5939,72.32,1854,1815,849,883,496,43,6.56,1.21,8.03,35,52,193,167,83,37,12,3,53,215,180,75,33,10,10,1338,16.29,2474,11,4.81,133,799
Modric,9/17/2022,Entire Session,82.12,5279,64.29,1786,1510,788,809,331,55,4.7,1.07,8.11,23,40,180,108,72,29,9,2,43,133,150,45,35,6,2,1004,12.23,1761,4,3.63,95,618
Asensio,9/17/2022,Entire Session,82.12,5317,64.75,1569,1801,882,590,363,111,5.77,1.08,8.13,22,60,171,208,64,40,14,6,58,197,194,61,35,14,9,1098,13.37,1918,6,3.97,111,624
Camavinga,9/17/2022,Entire Session,82.12,5237,63.77,1842,1313,884,568,529,101,7.67,1.06,8.37,24,28,143,100,47,19,6,3,17,144,108,40,9,6,2,1075,13.09,1627,5,3.63,86,446
Marcelo,9/17/2022,Entire Session,82.12,5318,64.76,1659,1554,879,772,339,115,5.53,1.08,9.04,31,51,148,146,58,27,19,5,59,186,131,59,35,15,9,1188,14.46,1860,12,4.25,121,733
Casemiro,9/17/2022,Entire Session,82.12,5274,64.22,1630,1778,832,548,424,63,5.93,1.07,8.63,24,63,160,178,85,47,15,1,51,184,207,70,29,12,10,1061,12.92,1488,8,3.95,96,574
Valverde,9/17/2022,Entire Session,82.12,5173,63,1727,1395,748,711,464,128,7.21,1.05,8.21,29,45,144,126,68,34,9,2,43,116,131,56,23,14,6,1170,14.24,1209,9,4.1,101,578
Odriozola,9/17/2022,Entire Session,82.12,5552,67.61,1580,1645,1127,774,357,70,5.19,1.13,8.43,27,41,173,181,73,34,6,1,48,173,160,84,31,10,7,1109,13.5,1632,7,4.07,114,682
Vasquez,9/17/2022,Entire Session,82.12,5566,67.78,1639,1496,1038,797,454,142,7.26,1.13,8.49,33,47,156,182,75,27,17,3,51,179,161,55,27,15,9,1296,15.78,1742,13,4.57,121,700
Tchouameni,9/17/2022,Entire Session,82.12,5589,68.06,1568,1705,1230,747,267,72,4.14,1.13,8.83,16,54,169,206,93,40,11,3,52,177,220,62,33,15,4,1083,13.19,1479,8,4.23,107,743
Ceballos,9/17/2022,Entire Session,82.12,4703,57.27,1510,1346,798,663,335,51,4.71,0.95,8.27,22,58,123,115,65,39,13,6,28,127,130,64,14,8,6,991,12.06,1407,7,3.64,103,604
Carvajal,9/17/2022,Entire Session,82.12,5479,66.72,1608,1638,1066,761,376,30,4.95,1.11,7.78,22,28,152,146,57,15,12,1,22,136,152,64,17,5,0,1012,12.32,2124,5,3.66,103,606
Militao,9/17/2022,Entire Session,82.12,4984,60.69,1626,1355,820,782,349,52,4.89,1.01,7.85,23,44,134,145,62,26,13,5,38,164,133,49,25,7,6,1059,12.9,1802,6,3.88,109,658
Alaba,9/17/2022,Entire Session,82.12,5430,66.12,1725,1770,847,569,425,92,6.31,1.1,8.67,23,52,227,193,60,28,16,8,59,209,210,57,34,16,9,1024,12.46,1792,11,3.64,100,506
Vallejo,9/17/2022,Entire Session,82.12,5761,70.15,1532,1586,1002,1076,423,141,6.86,1.17,8.24,37,77,141,155,74,50,17,10,56,154,146,69,35,17,4,1383,16.84,2741,14,4.86,139,819
Nacho,9/17/2022,Entire Session,82.12,4472,54.45,1737,1088,499,533,407,207,7.48,0.91,9.42,34,54,155,90,49,39,9,6,41,167,103,37,22,11,8,992,12.08,1206,12,3.25,77,377
Hazard,9/17/2022,Entire Session,82.12,5380,65.51,1634,1796,883,535,368,164,6.48,1.09,8.26,18,62,183,175,55,34,19,9,45,192,187,61,19,14,12,1039,12.65,1918,12,3.7,98,507
Kroos,9/17/2022,Entire Session,82.12,4684,57.03,1401,1383,702,624,453,121,7,0.95,9.05,26,71,170,127,67,37,23,11,42,166,143,72,27,10,5,1067,13,1658,11,3.8,93,493
Benzema,9/17/2022,Entire Session,82.12,5683,69.2,1668,1606,1248,834,297,30,3.98,1.15,7.44,21,47,177,168,82,34,11,2,57,189,176,74,37,10,10,1134,13.8,1710,5,4.37,127,807
Isco,9/18/2022,Entire Session,71.76,4470,62.29,1982,1416,557,364,143,9,2.11,1.04,7.38,14,67,208,168,82,45,13,9,49,230,195,73,36,8,5,705,9.83,1964,10,2.92,88,554
Modric,9/18/2022,Entire Session,80.94,4647,57.42,1863,1365,541,491,357,31,4.79,0.96,7.74,21,74,175,140,76,46,20,8,57,147,178,86,44,12,1,970,11.98,2032,9,3.69,91,582
Asensio,9/18/2022,Entire Session,70.86,4056,57.23,1593,1378,578,334,161,10,2.42,0.95,7.23,13,91,177,176,104,66,19,6,88,177,187,89,52,28,8,796,11.24,1155,13,3.4,96,625
Camavinga,9/18/2022,Entire Session,84.6,4977,58.83,1827,1539,598,628,316,69,4.55,0.98,8.31,20,69,169,147,94,39,21,9,49,179,197,75,33,16,0,1048,12.39,1223,7,3.97,96,663
Marcelo,9/18/2022,Entire Session,84.6,5301,62.66,2216,1812,636,469,160,8,1.99,1.04,7.6,18,79,220,172,97,55,15,9,53,218,231,89,34,15,4,847,10.02,1451,13,3.53,103,679
Vasquez,9/18/2022,Entire Session,84.6,4645,54.9,2020,1543,615,373,83,11,1.11,0.92,8.31,9,102,215,189,113,65,33,4,80,210,224,111,52,21,7,839,9.91,1123,9,3.68,104,745
Carvajal,9/18/2022,Entire Session,84.6,3433,40.58,1669,1131,409,192,32,0,0.38,0.68,6.58,3,21,168,130,63,12,6,3,18,148,155,54,12,5,1,368,4.36,666,3,1.62,54,337
Militao,9/18/2022,Entire Session,84.6,3723,44.01,1681,1244,500,222,62,13,0.89,0.73,7.53,5,76,168,150,73,50,21,5,60,176,172,67,37,15,8,550,6.5,1071,8,2.39,73,475
Alaba,9/18/2022,Entire Session,80.65,3779,46.86,1918,1267,347,184,63,0,0.78,0.78,6.91,6,43,225,202,73,23,17,3,52,229,230,62,35,15,2,427,5.29,768,8,1.87,51,364
Vallejo,9/18/2022,Entire Session,84.6,4246,50.19,1678,1325,709,443,68,23,1.07,0.84,8.42,7,86,156,153,79,54,24,8,77,147,155,75,51,16,10,796,9.41,1485,9,3.41,107,705
Nacho,9/18/2022,Entire Session,84.6,3808,45.01,1937,977,503,294,90,7,1.15,0.75,7.46,9,74,178,133,74,46,23,5,50,164,167,68,33,12,5,566,6.7,1096,10,2.42,64,469
Hazard,9/18/2022,Entire Session,77.46,3973,51.29,1825,1402,446,231,58,11,0.89,0.85,7.58,6,72,193,158,82,48,19,5,58,165,213,77,35,17,6,580,7.49,1196,8,2.59,75,511
Kroos,9/18/2022,Entire Session,67.36,3507,52.06,1459,1261,510,240,26,11,0.56,0.87,7.99,4,81,147,158,109,55,17,9,58,143,185,86,45,11,2,587,8.72,926,5,2.7,75,550
Benzema,9/18/2022,Entire Session,84.6,5045,59.64,1904,1541,701,527,307,66,4.41,0.99,8.2,16,77,202,202,102,44,29,4,60,233,236,104,37,23,0,1059,12.51,2076,14,4.09,110,685
Vallejo,9/19/2022,Entire Session,149.5,11878,79.45,3997,3616,1636,1651,722,257,6.55,1.32,9.04,70,99,312,295,150,69,21,9,114,329,307,125,56,32,26,2515,16.83,4820,38,8.93,252,1536
Kroos,9/20/2022,Entire Session,87.4,4568,52.27,1694,1500,620,539,170,45,2.46,0.87,7.87,17,69,140,168,102,47,19,3,58,171,182,83,46,10,2,775,8.87,3.38,3.65,-0.07,560,86
Isco,9/21/2022,Entire Session,85.19,5243,61.54,2121,1553,723,559,226,61,3.37,1.03,8.43,27,60,219,138,75,41,15,4,49,199,191,72,29,12,8,969,11.37,2052,10,3.69,106,682
Modric,9/21/2022,Entire Session,85.19,4708,55.27,1900,1432,670,497,203,7,2.46,0.92,7.29,14,44,179,157,65,34,9,1,54,168,169,59,37,15,2,740,8.68,2101,5,2.89,80,530
Asensio,9/21/2022,Entire Session,85.19,5372,63.06,1815,1704,948,768,136,1,1.61,1.05,7.04,12,65,185,192,94,52,12,1,64,220,213,73,41,17,6,1016,11.93,1515,3,4.13,121,879
Camavinga,9/21/2022,Entire Session,85.19,5484,64.37,1966,1594,929,751,240,4,2.86,1.07,7.45,26,60,176,125,68,38,14,8,43,171,151,70,26,12,5,1008,11.83,1544,11,3.92,118,764
Marcelo,9/21/2022,Entire Session,85.19,5162,60.6,2506,1484,630,386,114,42,1.83,1.01,8.92,8,41,218,169,84,34,7,0,37,209,188,78,29,5,3,681,8,1542,1,2.82,80,525
Casemiro,9/21/2022,Entire Session,85.19,4675,54.88,2008,1455,538,493,153,29,2.14,0.91,8.22,18,57,220,201,80,36,14,7,51,235,234,69,26,16,9,765,8.98,1498,9,3.02,83,583
Valverde,9/21/2022,Entire Session,85.19,4635,54.41,1688,1460,694,592,198,2,2.35,0.91,7.31,24,52,194,146,62,33,16,3,32,197,169,64,21,7,4,775,9.1,980,4,3,92,575
Tchouameni,9/21/2022,Entire Session,85.19,4872,57.19,1840,1430,786,644,163,8,2.01,0.95,7.72,22,57,203,194,81,34,19,4,47,208,217,63,31,14,2,906,10.63,1577,12,3.61,104,734
Carvajal,9/21/2022,Entire Session,111.65,4183,37.46,1973,1205,446,406,140,13,1.37,0.62,7.37,7,14,149,125,51,10,4,0,15,152,114,44,10,3,2,466,4.17,3.45,3.57,-0.03,313,50
Militao,9/21/2022,Entire Session,84.98,5145,60.53,2016,1399,725,628,333,43,4.43,1.01,8.06,38,73,180,161,69,37,26,10,65,190,169,69,39,18,8,1083,12.74,1883,16,4.01,120,706
Alaba,9/21/2022,Entire Session,111.65,4337,38.84,2048,1519,400,224,82,63,1.3,0.65,8.12,6,28,247,183,51,19,6,3,17,265,200,57,9,7,1,369,3.31,3.37,3.39,-0.01,223,41
Vallejo,9/21/2022,Entire Session,84.09,5535,65.82,1766,1505,828,851,468,118,6.97,1.1,8.18,45,79,172,136,82,47,20,12,69,164,163,68,37,13,19,1362,16.2,1774,20,4.81,129,777
Nacho,9/21/2022,Entire Session,85.19,3658,42.94,1582,1082,454,281,201,58,3.04,0.72,7.74,11,36,147,108,53,25,10,1,34,152,130,40,23,8,3,610,7.16,841,2,2.28,70,351
Hazard,9/21/2022,Entire Session,111.65,4604,41.24,2181,1412,532,337,115,27,1.27,0.69,7.57,7,30,206,159,50,18,10,2,25,229,187,42,21,3,1,471,4.22,3.29,3.24,0.02,330,51
Kroos,9/21/2022,Entire Session,85.19,4432,52.03,1811,1333,661,419,131,76,2.43,0.87,9.56,14,69,227,177,68,49,19,1,58,196,199,59,38,19,1,797,9.36,1111,5,3.2,91,590
Benzema,9/21/2022,Entire Session,85.19,5512,64.7,1774,1828,1096,676,130,7,1.61,1.08,7.49,13,46,206,205,102,36,8,2,65,194,244,87,45,10,10,999,11.73,2647,8,4.09,123,862
Isco,9/22/2022,Entire Session,67.01,5612,83.75,1765,1743,827,716,493,69,8.38,1.4,7.95,37,62,190,142,71,39,15,8,62,171,176,58,35,17,10,1289,19.24,1718,16,4.57,124,727
Modric,9/22/2022,Entire Session,67.01,5848,87.26,1617,1944,977,894,370,45,6.2,1.45,8.11,24,61,176,167,76,42,16,3,56,138,170,103,37,12,7,1259,18.78,3366,9,4.68,131,843
Asensio,9/22/2022,Entire Session,67.01,5281,78.81,1584,1861,861,665,271,39,4.64,1.31,7.95,23,69,131,199,97,51,17,1,75,149,215,83,44,23,8,1124,16.77,1843,9,4.39,124,813
Camavinga,9/22/2022,Entire Session,67.01,6350,94.77,1528,1923,1288,1091,437,83,7.77,1.58,8.41,37,38,145,183,80,28,6,4,48,157,165,69,27,15,6,1484,22.15,2541,14,5.37,155,964
Marcelo,9/22/2022,Entire Session,67.01,5533,82.57,2200,1544,781,644,203,161,5.43,1.38,9.01,20,57,155,130,73,35,19,3,59,132,158,60,33,17,9,1064,15.88,2041,9,3.91,113,700
Casemiro,9/22/2022,Entire Session,67.01,5538,82.64,1924,1537,693,788,559,37,8.9,1.38,7.78,38,54,180,166,100,34,14,6,73,181,192,71,43,14,16,1327,19.8,1445,17,4.76,113,731
Valverde,9/22/2022,Entire Session,67.01,5944,88.71,1667,1566,906,1238,512,56,8.48,1.48,7.66,29,53,139,157,69,43,8,2,44,119,156,84,24,13,7,1456,21.73,1474,10,5.26,127,887
Tchouameni,9/22/2022,Entire Session,67.01,6046,90.22,1674,1910,987,907,493,74,8.47,1.5,8.66,43,64,160,164,119,43,13,8,63,154,195,88,34,23,6,1518,22.66,2142,26,5.61,149,951
Carvajal,9/22/2022,Entire Session,67.01,5897,87.99,1668,1826,1036,791,483,93,8.59,1.47,8.32,33,40,139,148,60,27,9,4,29,133,167,53,14,13,2,1249,18.65,2485,11,4.38,115,674
Militao,9/22/2022,Entire Session,67.01,5982,89.27,1739,1638,853,1005,684,64,11.16,1.49,7.7,51,67,151,152,89,48,14,5,65,132,147,86,33,26,6,1612,24.05,2359,17,5.68,150,864
Alaba,9/22/2022,Entire Session,221.68,7970,109.4,3752,1761,722,896,509,330,14.245,1.825,16.75,27,128,367,263,77,73,40,15,97,309,277,104,60,30,7,1588,25.71,10.93,10.97,-0.01,749,138
Vallejo,9/22/2022,Entire Session,67.01,6064,90.49,1602,1699,1105,1093,408,157,8.43,1.51,9.19,37,72,124,130,97,47,15,10,63,131,144,83,34,15,14,1586,23.67,2882,18,5.77,160,1021
Nacho,9/22/2022,Entire Session,67.01,5386,80.38,1916,1508,816,733,328,86,6.17,1.34,8.24,31,67,138,131,75,40,17,10,44,154,156,70,30,8,6,1138,16.98,1936,17,4.22,115,724
Hazard,9/22/2022,Entire Session,67.01,5623,83.92,1937,1636,907,763,301,79,5.67,1.4,8.55,23,61,171,136,78,48,10,3,54,127,185,72,27,14,13,1117,16.67,1492,11,4.12,117,737
Kroos,9/22/2022,Entire Session,67.01,5978,89.21,1526,1825,1120,919,466,123,8.79,1.49,8.97,40,89,131,177,89,56,26,7,54,145,211,94,35,12,7,1422,21.22,2805,17,5.2,149,833
Benzema,9/22/2022,Entire Session,67.01,6238,93.08,1554,2170,1433,794,255,33,4.29,1.55,7.57,21,36,176,202,85,23,10,3,56,136,216,82,40,11,5,1137,16.96,2431,8,4.43,131,849
Isco,9/23/2022,Entire Session,49.86,4404,88.33,1215,1833,687,505,146,18,3.29,1.47,8.05,14,45,122,147,67,24,17,4,56,114,127,69,35,15,6,764,15.33,1782,7,3,85,600
Modric,9/23/2022,Entire Session,49.86,4327,86.78,1136,1899,760,464,68,0,1.37,1.45,6.54,13,57,150,125,59,35,14,8,51,80,138,79,39,12,0,666,13.36,1816,6,2.74,82,598
Camavinga,9/23/2022,Entire Session,49.86,4573,91.71,1233,1926,795,447,156,15,3.44,1.53,7.78,18,49,110,102,66,35,11,3,33,85,144,62,24,5,4,745,14.94,949,7,2.97,96,574
Marcelo,9/23/2022,Entire Session,49.86,3965,79.52,1397,1574,569,351,73,1,1.49,1.33,7.03,10,39,126,133,53,24,14,1,40,123,127,50,26,10,4,550,11.02,1225,4,2.29,73,475
Casemiro,9/23/2022,Entire Session,49.86,3891,78.03,1261,1784,449,321,60,15,1.51,1.3,7.88,8,56,125,169,80,45,11,0,44,135,183,69,29,10,5,552,11.07,1455,6,2.36,66,477
Valverde,9/23/2022,Entire Session,49.86,4134,82.91,1201,1701,647,468,109,8,2.35,1.38,7.93,14,42,123,139,70,30,11,1,47,111,137,58,26,15,6,714,14.32,1011,8,2.89,90,597
Tchouameni,9/23/2022,Entire Session,49.86,4285,85.95,1140,1851,793,395,105,0,2.12,1.43,6.9,9,53,122,164,99,41,10,2,47,112,183,89,33,13,1,711,14.26,1236,2,3.05,95,606
Carvajal,9/23/2022,Entire Session,49.86,3961,79.45,1179,1670,684,397,31,0,0.62,1.32,6.19,6,16,107,132,45,12,3,1,12,96,131,44,9,3,0,455,9.12,1301,1,1.89,60,424
Militao,9/23/2022,Entire Session,49.86,4119,82.61,1135,1708,627,485,147,17,3.28,1.38,7.8,17,60,93,151,61,41,13,6,52,92,145,64,23,19,10,766,15.36,1722,11,3.02,96,602
Alaba,9/23/2022,Entire Session,49.86,4037,80.98,1213,1876,554,313,78,3,1.63,1.35,7.25,8,34,120,147,65,22,9,3,44,106,157,54,24,17,3,523,10.49,1002,4,2.19,69,442
Vallejo,9/23/2022,Entire Session,49.86,4622,92.7,1158,1701,822,709,216,15,4.63,1.54,7.95,27,65,94,107,71,36,24,5,56,84,124,61,28,20,8,977,19.59,1985,13,3.73,117,746
Nacho,9/23/2022,Entire Session,49.86,3823,76.68,1378,1333,513,461,135,3,2.77,1.28,7.22,14,60,111,93,60,37,20,3,53,95,113,49,34,14,5,682,13.69,1293,6,2.69,85,544
Hazard,9/23/2022,Entire Session,49.86,4076,81.76,1303,1583,584,464,133,9,2.85,1.36,7.82,12,59,99,123,58,47,11,1,47,100,149,58,31,12,4,686,13.77,1342,6,2.75,78,544
Benzema,9/23/2022,Entire Session,49.86,4643,93.12,1136,1955,935,467,145,5,3,1.55,7.41,14,45,137,158,77,34,10,1,56,77,164,98,42,10,4,822,16.48,1059,4,3.36,96,672
Isco,9/24/2022,Entire Session,132.31,7752,58.59,3217,2338,1016,878,299,5,2.3,0.98,7.36,32,89,285,258,101,62,20,7,70,310,286,107,39,15,16,1257,9.5,3123,20,4.86,142,953
Modric,9/24/2022,Entire Session,132.31,7267,54.92,3092,2261,1047,752,109,6,0.87,0.92,7.38,9,99,278,236,96,60,32,7,70,266,260,111,43,23,4,1049,7.93,2593,9,4.3,129,934
Asensio,9/24/2022,Entire Session,132.31,7150,54.04,3206,2444,825,447,209,19,1.73,0.9,7.39,12,99,358,316,136,78,19,2,88,368,390,96,60,19,9,978,7.39,2148,8,4.1,112,749
Camavinga,9/24/2022,Entire Session,132.31,7128,53.87,3148,2370,860,619,128,2,0.99,0.9,7.53,14,74,271,233,110,55,18,1,55,234,267,109,40,10,5,1001,7.56,2142,7,4.18,131,870
Marcelo,9/24/2022,Entire Session,132.31,7007,52.96,3464,1995,662,531,284,71,2.68,0.88,7.73,19,66,298,255,88,48,17,1,49,348,285,77,31,12,6,992,7.5,1220,5,3.79,105,637
Carvajal,9/24/2022,Entire Session,132.31,6768,51.15,3059,2128,822,563,193,4,1.49,0.85,7.22,13,44,247,205,82,33,9,2,22,247,229,74,19,2,1,852,6.44,1804,3,3.4,93,655
Militao,9/24/2022,Entire Session,132.31,7394,55.88,3131,2290,996,701,248,27,2.08,0.93,7.76,21,94,258,262,143,71,22,1,74,253,296,115,47,14,13,1223,9.24,2296,11,5.03,138,948
Alaba,9/24/2022,Entire Session,132.31,8038,60.75,3556,2743,840,587,262,50,2.36,1.01,8.28,14,76,389,394,144,57,15,4,80,426,482,110,53,18,9,1066,8.06,2587,8,4.34,113,754
Vallejo,9/24/2022,Entire Session,132.31,8481,64.1,3078,2513,1338,1193,331,28,2.72,1.07,8.76,33,133,260,201,137,84,42,7,86,255,258,112,59,18,9,1673,12.64,3176,21,6.56,206,1314
Nacho,9/24/2022,Entire Session,132.31,6930,52.38,3271,1751,904,750,221,32,1.92,0.87,8.02,24,115,310,214,125,82,29,4,82,307,274,105,59,12,11,1201,9.08,2204,17,4.85,142,948
Hazard,9/24/2022,Entire Session,132.31,7244,54.75,3631,2347,738,395,118,15,1.01,0.91,7.58,12,85,304,325,111,55,26,4,75,322,330,109,48,23,4,837,6.32,1420,8,3.62,100,704
Kroos,9/24/2022,Entire Session,132.31,6510,49.2,2635,2182,790,675,200,28,1.72,0.82,8.17,24,112,339,330,128,69,33,10,77,374,320,131,58,15,4,1021,7.72,1757,11,4.12,121,793
Benzema,9/24/2022,Entire Session,63.43,4516,71.2,1601,1593,840,453,29,0,0.46,1.19,6.06,4,57,175,182,101,50,6,1,48,168,205,91,35,10,3,703,11.08,1446,1,3.06,104,674
Isco,9/25/2022,Entire Session,61.83,4426,71.58,1609,1677,651,372,110,7,1.89,1.19,7.22,11,59,168,174,95,45,12,2,47,184,188,83,30,11,6,670,10.83,1647,5,2.87,77,553
Modric,9/25/2022,Entire Session,62.64,4203,67.1,1583,1567,670,304,72,7,1.26,1.12,7.34,3,65,151,170,87,46,16,3,52,162,164,108,41,6,5,619,9.88,1764,3,2.67,76,540
Asensio,9/25/2022,Entire Session,64.19,4357,67.88,1536,1779,664,275,89,14,1.61,1.13,7.34,5,70,165,176,104,45,19,6,70,174,192,94,48,18,4,696,10.84,1278,6,3.07,89,593
Camavinga,9/25/2022,Entire Session,64.19,4411,68.72,1738,1539,633,381,102,19,1.87,1.15,7.52,9,63,155,144,69,44,16,3,38,180,151,69,28,10,0,656,10.23,812,5,2.68,81,536
Marcelo,9/25/2022,Entire Session,64.19,4434,69.08,1895,1655,596,199,70,21,1.41,1.15,7.79,4,47,165,162,79,30,13,4,46,147,200,61,33,9,4,523,8.15,1548,1,2.29,67,433
Casemiro,9/25/2022,Entire Session,64.19,4380,68.24,1760,1529,507,407,161,16,2.75,1.14,7.67,15,88,200,184,86,52,28,8,78,185,221,75,48,21,9,750,11.68,1823,13,3.05,77,573
Tchouameni,9/25/2022,Entire Session,64.19,4404,68.62,1617,1714,667,283,75,49,1.94,1.14,7.81,6,68,172,181,104,41,20,7,58,185,192,106,41,17,0,716,11.16,1440,6,3.09,90,592
Carvajal,9/25/2022,Entire Session,64.19,3770,58.73,1749,1393,396,135,95,1,1.49,0.98,7.04,5,22,157,159,52,13,7,2,13,164,178,51,10,3,0,358,5.57,1233,2,1.52,41,262
Militao,9/25/2022,Entire Session,64.19,4044,63,1556,1473,544,336,130,5,2.1,1.05,7.2,11,62,162,160,70,38,19,5,53,120,180,73,32,15,6,646,10.06,1366,7,2.66,74,511
Alaba,9/25/2022,Entire Session,64.19,4092,63.75,1627,1672,533,194,64,3,1.04,1.06,7.19,2,34,194,233,78,24,8,2,38,196,228,79,27,7,4,433,6.75,1595,2,1.93,47,366
Vallejo,9/25/2022,Entire Session,64.19,4537,70.68,1620,1585,744,445,110,32,2.22,1.18,8.04,11,73,117,127,91,52,12,9,50,133,158,77,28,18,4,790,12.3,1911,9,3.28,101,647
Nacho,9/25/2022,Entire Session,64.19,3647,56.82,1621,1140,468,311,107,1,1.67,0.95,7.1,7,81,164,113,48,54,24,3,41,145,161,64,20,16,5,601,9.37,961,6,2.51,79,494
